id,school_id,year_group,favourite_subject,least_favourite_subject,ability_maths,ability_english,ability_science,class_id,male,class_male_pr
101744,4,1,Science,Geography,2,4,3,64,0,0.3333333432674408
101690,4,1,Art,Music,3,3,3,64,0,0.3333333432674408
101651,4,1,PE,ICT,2,1,3,64,1,0.3333333432674408
101657,4,1,Science,English,1,1,4,64,1,0.3333333432674408
101731,4,1,Design Technology,Geography,2,3,2,64,0,0.3333333432674408
101645,4,1,Art,French,3,4,2,64,0,0.3333333432674408
101740,4,1,Art,History,2,2,3,64,0,0.3333333432674408
101675,4,1,Art,French,3,3,2,64,0,0.3333333432674408
101638,4,1,ICT,PE,3,4,4,64,1,0.3333333432674408
101752,4,1,Art,Science,3,3,2,64,0,0.3333333432674408
101686,4,1,Art,Geography,3,3,4,64,0,0.3333333432674408
101738,4,1,Design Technology,Geography,3,3,3,64,1,0.3333333432674408
101653,4,1,Art,Geography,3,3,4,64,0,0.3333333432674408
101666,4,1,PE,French,2,3,3,64,1,0.3333333432674408
101711,4,1,Art,French,2,3,2,64,1,0.3333333432674408
101742,4,1,PE,Geography,3,2,2,64,0,0.3333333432674408
101642,4,1,Maths,Design Technology,3,3,3,65,1,0.5384615659713745
101717,4,1,Art,English,3,2,2,65,0,0.5384615659713745
101722,4,1,Art,Geography,3,2,3,65,1,0.5384615659713745
101735,4,1,Art,RS,3,3,2,65,1,0.5384615659713745
101646,4,1,PE,French,2,3,3,65,1,0.5384615659713745
101649,4,1,History,Geography,3,4,3,65,0,0.5384615659713745
101699,4,1,History,English,2,1,1,65,1,0.5384615659713745
101718,4,1,ICT,French,3,3,2,65,1,0.5384615659713745
101678,4,1,Art,English,3,2,3,65,0,0.5384615659713745
101724,4,1,PE,History,4,4,4,65,0,0.5384615659713745
101748,4,1,PE,Geography,4,3,2,65,0,0.5384615659713745
101756,4,1,PE,French,3,3,2,65,1,0.5384615659713745
101715,4,1,Art,French,3,2,2,65,0,0.5384615659713745
101824,4,2,Art,Science,4,4,3,66,1,0.6774193644523621
101866,4,2,Science,Maths,3,3,3,66,0,0.6774193644523621
101840,4,2,Art,History,3,2,2,66,1,0.6774193644523621
101807,4,2,Science,Design Technology,3,3,3,66,0,0.6774193644523621
101803,4,2,PE,French,3,3,3,66,1,0.6774193644523621
101763,4,2,Maths,PSCHE,3,3,3,66,1,0.6774193644523621
101862,4,2,ICT,PE,4,3,4,66,0,0.6774193644523621
101877,4,2,PE,RS,4,3,3,66,1,0.6774193644523621
101833,4,2,PE,RS,4,4,4,66,1,0.6774193644523621
101796,4,2,Science,RS,4,2,4,66,1,0.6774193644523621
101819,4,2,Maths,RS,3,3,3,66,1,0.6774193644523621
101879,4,2,Art,Maths,4,4,3,66,0,0.6774193644523621
101772,4,2,English,Maths,3,4,3,66,0,0.6774193644523621
101855,4,2,Art,History,3,3,2,66,1,0.6774193644523621
101809,4,2,,Maths,4,4,4,66,1,0.6774193644523621
101878,4,2,PE,Maths,3,3,3,66,1,0.6774193644523621
101761,4,2,Art,RS,4,3,3,66,1,0.6774193644523621
117834,4,1,PE,Maths,2,2,3,66,1,0.6774193644523621
101844,4,2,Music,RS,4,4,3,66,0,0.6774193644523621
101791,4,2,Art,History,3,3,3,66,1,0.6774193644523621
101850,4,2,Science,History,4,4,4,66,1,0.6774193644523621
118030,4,1,ICT,RS,4,3,3,66,0,0.6774193644523621
101786,4,2,Art,Maths,3,3,3,66,0,0.6774193644523621
101783,4,2,PE,RS,4,3,4,66,1,0.6774193644523621
101815,4,2,Science,RS,2,3,3,66,0,0.6774193644523621
101792,4,2,Art,RS,3,2,2,66,0,0.6774193644523621
101870,4,2,PE,Maths,4,3,3,66,1,0.6774193644523621
101773,4,2,Art,RS,4,4,4,66,1,0.6774193644523621
101881,4,2,PE,RS,4,3,3,66,1,0.6774193644523621
101830,4,2,Art,Design Technology,4,3,3,66,1,0.6774193644523621
101765,4,2,Art,RS,3,3,3,66,1,0.6774193644523621
101757,4,2,"Science, ICT",English,3,1,4,67,1,0.5384615659713745
101784,4,2,PE,RS,3,2,3,67,1,0.5384615659713745
101857,4,2,Science,French,3,4,3,67,1,0.5384615659713745
101864,4,2,History,Geography,3,3,3,67,0,0.5384615659713745
101853,4,2,PE,Geography,3,4,3,67,1,0.5384615659713745
101782,4,2,Art,RS,3,2,2,67,1,0.5384615659713745
101836,4,2,Art,RS,3,4,3,67,NA,0.5384615659713745
101831,4,2,PE,RS,3,4,4,67,1,0.5384615659713745
101823,4,2,Art,Science,2,3,2,67,0,0.5384615659713745
101821,4,2,Science,PE,3,3,4,67,0,0.5384615659713745
101818,4,2,Design Technology,Maths,3,4,3,67,0,0.5384615659713745
101762,4,2,PE,Maths,3,3,3,67,0,0.5384615659713745
101875,4,2,English,Humanities,3,3,3,67,1,0.5384615659713745
101828,4,2,Art,French,3,3,4,67,0,0.5384615659713745
101859,4,2,Art,Maths,2,3,3,67,1,0.5384615659713745
101846,4,2,Art,RS,3,3,3,67,0,0.5384615659713745
101798,4,2,Art,Maths,3,3,3,67,0,0.5384615659713745
101780,4,2,Art,Geography,3,3,3,67,0,0.5384615659713745
101797,4,2,Art,Maths,3,4,3,67,0,0.5384615659713745
101804,4,2,Art,English,3,2,4,67,1,0.5384615659713745
101811,4,2,Humanities,French,3,4,4,67,1,0.5384615659713745
101776,4,2,ICT,Maths,3,3,3,67,1,0.5384615659713745
101858,4,2,PE,RS,3,3,3,67,1,0.5384615659713745
101812,4,2,Humanities,French,3,3,4,67,1,0.5384615659713745
101808,4,2,Art,French,3,3,3,67,0,0.5384615659713745
101790,4,2,Design Technology,French,3,3,4,67,1,0.5384615659713745
101865,4,2,Art,Geography,3,3,3,67,0,0.5384615659713745
101769,4,2,Art,French,2,3,3,68,0,0.47999998927116394
101854,4,2,Science,French,2,2,3,68,0,0.47999998927116394
101834,4,2,PE,English,2,2,3,68,1,0.47999998927116394
101863,4,2,PE,RS,2,2,3,68,1,0.47999998927116394
101822,4,2,Art,French,3,3,2,68,1,0.47999998927116394
101764,4,2,Design Technology,RS,3,2,2,68,1,0.47999998927116394
101856,4,2,PE,French,3,3,3,68,1,0.47999998927116394
101794,4,2,Design Technology,French,3,3,2,68,1,0.47999998927116394
101775,4,2,Art,French,2,3,2,68,0,0.47999998927116394
101832,4,2,English,French,3,3,2,68,1,0.47999998927116394
101843,4,2,Design Technology,Maths,2,3,3,68,0,0.47999998927116394
101825,4,2,Art,Maths,2,4,3,68,0,0.47999998927116394
101767,4,2,Science,Maths,2,3,4,68,0,0.47999998927116394
101801,4,2,PE,French,2,3,3,68,0,0.47999998927116394
101768,4,2,PE,RS,3,3,4,68,0,0.47999998927116394
101867,4,2,Art,French,3,4,3,68,0,0.47999998927116394
101873,4,2,Art,French,3,2,3,68,0,0.47999998927116394
101793,4,2,English,French,3,4,2,68,1,0.47999998927116394
101759,4,2,Design Technology,English,3,3,3,68,1,0.47999998927116394
101847,4,2,PE,French,3,3,4,68,1,0.47999998927116394
101820,4,2,Design Technology,Humanities,2,4,3,68,1,0.47999998927116394
101829,4,2,Art,RS,3,3,4,68,1,0.47999998927116394
101869,4,2,Science,French,2,3,4,68,0,0.47999998927116394
101839,4,2,RS,French,2,3,2,68,0,0.47999998927116394
101826,4,2,Art,RS,2,4,3,68,0,0.47999998927116394
101848,4,2,Design Technology,RS,3,2,4,69,1,0.5
101788,4,2,Science,History,3,4,4,69,1,0.5
101876,4,2,English,Maths,2,3,3,69,1,0.5
101789,4,2,English,French,3,3,4,69,1,0.5
101874,4,2,PE,French,3,3,3,69,0,0.5
101849,4,2,Music,History,3,4,3,69,1,0.5
101845,4,2,English,Maths,2,3,2,69,1,0.5
101787,4,2,Art,French,2,3,2,69,1,0.5
101861,4,2,Art,French,3,4,4,69,0,0.5
101781,4,2,Art,French,2,2,2,69,0,0.5
101837,4,2,Art,French,2,3,4,69,0,0.5
101813,4,2,Art,French,3,2,1,69,1,0.5
101868,4,2,PE,English,3,2,3,69,1,0.5
101871,4,2,Art,RS,2,3,2,69,0,0.5
101802,4,2,Sports,French,3,3,2,69,0,0.5
101774,4,2,ICT,Science,4,3,2,69,0,0.5
101779,4,2,Art,RS,3,3,3,69,0,0.5
101841,4,2,Art,French,2,2,3,69,0,0.5
101800,4,2,ICT,French,2,2,2,70,1,0.7692307829856873
101810,4,2,Art,RS,3,4,4,70,1,0.7692307829856873
101835,4,2,PE,French,2,2,2,70,1,0.7692307829856873
101760,4,2,Maths,French,2,2,2,70,1,0.7692307829856873
101814,4,2,PE,RS,3,3,3,70,1,0.7692307829856873
101842,4,2,English,French,3,3,3,70,1,0.7692307829856873
101852,4,2,PE,Maths,3,3,3,70,1,0.7692307829856873
101860,4,2,Science,Maths,1,3,4,70,0,0.7692307829856873
101778,4,2,"English, Art",Maths,2,4,3,70,0,0.7692307829856873
101777,4,2,"PE, Wood Technology",PE,3,3,3,70,1,0.7692307829856873
101770,4,2,PE,French,2,3,3,70,0,0.7692307829856873
101817,4,2,Music,"French, Maths",2,3,3,70,1,0.7692307829856873
101806,4,2,PE,French,2,2,3,70,1,0.7692307829856873
101894,5,4,Photography,PE,2,3,1,71,0,0.3333333432674408
101904,5,4,Construction,English,2,1,2,71,1,0.3333333432674408
101902,5,4,Art,PSCHE,3,3,2,71,0,0.3333333432674408
101900,5,4,Music,PSCHE,3,3,3,71,1,0.3333333432674408
101899,5,4,Catering,Science,2,3,1,71,0,0.3333333432674408
101905,5,4,Art,Science,2,2,2,71,0,0.3333333432674408
101903,5,4,Child Development,Science,2,2,2,71,0,0.3333333432674408
101897,5,4,Construction,Science,1,3,2,71,1,0.3333333432674408
101896,5,4,Leisure and Tourism,English,2,2,2,71,0,0.3333333432674408
101895,5,4,Construction,PSCHE,3,3,3,71,1,0.3333333432674408
101898,5,4,Hairdressing And Beauty,Science,1,3,1,71,0,0.3333333432674408
101901,5,4,Drama,PSCHE,3,4,3,71,0,0.3333333432674408
102459,6,1,PE,English,4,2,3,72,1,0.6129032373428345
102413,6,1,English,Humanities,4,3,3,72,1,0.6129032373428345
102431,6,1,Design Technology,English,4,3,4,72,1,0.6129032373428345
102481,6,1,"Create, Art and Design",Humanities,4,3,3,72,0,0.6129032373428345
102469,6,1,Drama,Humanities,4,3,3,72,1,0.6129032373428345
102482,6,1,"Maths, Science",English,4,3,4,72,NA,0.6129032373428345
102473,6,1,Maths,Humanities,4,2,3,72,1,0.6129032373428345
102454,6,1,Maths,Humanities,4,3,3,72,1,0.6129032373428345
102415,6,1,Maths,Science,4,3,3,72,0,0.6129032373428345
102484,6,1,Science,Learning to Learn,4,3,4,72,1,0.6129032373428345
102444,6,1,PE,Art and Design,4,2,3,72,1,0.6129032373428345
102446,6,1,Design Technology,Create,4,3,4,72,1,0.6129032373428345
102464,6,1,"ICT, Cooking",Learning to Learn,4,3,3,72,0,0.6129032373428345
102466,6,1,Art,Humanities,4,3,3,72,0,0.6129032373428345
102470,6,1,PE,French,4,4,3,72,1,0.6129032373428345
102445,6,1,Science,Art,4,4,3,72,0,0.6129032373428345
102552,6,1,Art,Science,3,3,3,72,1,0.6129032373428345
102447,6,1,"Maths, Design Technology",Learning to Learn,4,2,2,72,0,0.6129032373428345
102438,6,1,PE,Humanities,3,4,4,72,1,0.6129032373428345
102476,6,1,Science,Humanities,4,3,4,72,1,0.6129032373428345
102450,6,1,PE,Design Technology,4,3,3,72,1,0.6129032373428345
102429,6,1,"Create, Dance",Humanities,4,3,3,72,0,0.6129032373428345
102441,6,1,Art,French,4,3,3,72,0,0.6129032373428345
102487,6,1,Create,Humanities,3,3,2,72,0,0.6129032373428345
102463,6,1,Maths,Humanities,4,3,3,72,1,0.6129032373428345
102471,6,1,Create,Learning to Learn,3,4,3,72,0,0.6129032373428345
102456,6,1,Maths,English,4,2,3,72,1,0.6129032373428345
102465,6,1,Create,Humanities,4,2,3,72,0,0.6129032373428345
102486,6,1,"Art, Science",Learning to Learn,4,3,4,72,0,0.6129032373428345
102428,6,1,Maths,Learning to Learn,4,4,4,72,1,0.6129032373428345
102449,6,1,PE,Art and Design,4,3,4,72,1,0.6129032373428345
102435,6,1,PE,French,4,3,4,72,1,0.6129032373428345
102542,6,1,English,French,2,2,2,73,1,1
102443,6,1,History,,2,3,4,73,1,1
102477,6,1,Art,Science,2,3,1,74,0,0.4571428596973419
102425,6,1,Create,Maths,3,3,3,74,0,0.4571428596973419
102417,6,1,Humanities,French,3,3,3,74,1,0.4571428596973419
102439,6,1,PE,English,3,3,3,74,1,0.4571428596973419
102460,6,1,Maths,English,3,2,3,74,1,0.4571428596973419
102411,6,1,Art,English,2,1,3,74,0,0.4571428596973419
102427,6,1,PE,English,3,3,3,74,0,0.4571428596973419
102474,6,1,PE,Maths,3,2,2,74,1,0.4571428596973419
102451,6,1,Maths,English,4,1,4,74,1,0.4571428596973419
102422,6,1,Science,Maths,1,3,4,74,0,0.4571428596973419
102416,6,1,Art,Maths,2,4,3,74,0,0.4571428596973419
102475,6,1,Maths,Design Technology,3,2,2,74,0,0.4571428596973419
102421,6,1,Create,Humanities,3,3,2,74,0,0.4571428596973419
102432,6,1,ICT,English,2,1,4,74,1,0.4571428596973419
102565,6,1,Art,Maths,2,3,3,74,0,0.4571428596973419
102423,6,1,Create,Maths,3,4,3,74,0,0.4571428596973419
117857,6,1,Create,Learning to Learn,3,4,3,74,0,0.4571428596973419
102418,6,1,Create,Humanities,2,3,4,74,NA,0.4571428596973419
102440,6,1,Design Technology,Science,3,3,2,74,1,0.4571428596973419
102434,6,1,Science,Maths,3,3,2,74,1,0.4571428596973419
102430,6,1,Art and Design,"ICT, Maths",3,4,3,74,0,0.4571428596973419
102478,6,1,PE,English,3,2,2,74,1,0.4571428596973419
102437,6,1,Art,Maths,3,3,3,74,0,0.4571428596973419
102442,6,1,Humanities,Maths,2,3,3,74,1,0.4571428596973419
102455,6,1,Design Technology,Maths,2,3,3,74,0,0.4571428596973419
102453,6,1,Create,Maths,2,3,4,74,0,0.4571428596973419
102448,6,1,Create,Science,3,4,2,74,0,0.4571428596973419
102424,6,1,Learning to Learn,Maths,2,3,3,74,1,0.4571428596973419
102532,6,1,Learning to Learn,Maths,1,1,3,74,1,0.4571428596973419
102420,6,1,PE,Maths,2,3,3,74,1,0.4571428596973419
102468,6,1,Design Technology,English,3,2,3,74,0,0.4571428596973419
101908,6,1,Learning to Learn,Maths,1,1,3,74,1,0.4571428596973419
102426,6,1,Create,Humanities,3,3,3,74,0,0.4571428596973419
102433,6,1,Create,Maths,1,4,2,74,1,0.4571428596973419
102419,6,1,PE,French,3,2,3,74,1,0.4571428596973419
102521,6,1,Create,Humanities,3,3,3,74,0,0.4571428596973419
102496,6,1,Maths,English,4,1,4,75,1,0.5
102467,6,1,English,Science,2,3,2,75,0,0.5
102414,6,1,Science,PE,2,3,3,75,1,0.5
102479,6,1,PE,Humanities,3,4,3,75,1,0.5
102543,6,1,Science,Drama,2,2,2,75,1,0.5
102554,6,1,Design Technology,Science,3,3,2,75,0,0.5
102412,6,1,Art and Design,Humanities,3,2,2,75,0,0.5
102523,6,1,Art,Maths,1,3,2,75,0,0.5
102452,6,1,Art,Maths,3,3,3,76,0,0
102520,6,1,French,PE,2,3,3,76,0,0
102472,6,1,Art,Learning to Learn,2,3,2,76,0,0
102550,6,1,Art,English,3,2,3,76,0,0
102489,6,1,Design Technology,French,3,2,2,76,NA,0
102495,6,1,Art,Humanities,3,4,3,77,1,0.5714285969734192
102480,6,1,Art,Create,3,2,4,77,0,0.5714285969734192
102545,6,1,PE,Humanities,3,4,2,77,1,0.5714285969734192
102458,6,1,Maths,English,3,2,3,77,0,0.5714285969734192
102461,6,1,Maths,English,3,2,3,77,0,0.5714285969734192
102436,6,1,Design Technology,Maths,2,3,3,77,1,0.5714285969734192
102579,6,1,Design Technology,Maths,2,3,3,77,1,0.5714285969734192
102269,6,2,Maths,Science,4,4,2,78,0,0.6000000238418579
102348,6,2,Create,French,4,3,2,78,0,0.6000000238418579
102384,6,2,Create,Humanities,4,3,3,78,0,0.6000000238418579
102383,6,2,Art,Design Technology,3,3,4,78,1,0.6000000238418579
102580,6,2,Create,Humanities,3,2,3,78,1,0.6000000238418579
102366,6,2,PE,English,4,2,2,78,1,0.6000000238418579
102275,6,2,PE,Science,4,4,3,78,1,0.6000000238418579
117843,6,2,Spanish,Science,4,4,3,78,0,0.6000000238418579
102357,6,2,Create,French,3,3,3,78,1,0.6000000238418579
102380,6,2,PE,French,3,2,3,78,1,0.6000000238418579
117842,6,2,Create,Science,4,3,3,78,0,0.6000000238418579
102568,6,2,English,Science,3,4,3,78,0,0.6000000238418579
102353,6,2,ICT,Humanities,4,4,3,78,1,0.6000000238418579
102340,6,2,Music,Science,4,4,2,78,0,0.6000000238418579
102325,6,2,Create,French,4,3,2,78,1,0.6000000238418579
102308,6,2,PE,Drama,4,4,4,78,1,0.6000000238418579
102370,6,2,Science,Transdisciplinary Unit,3,3,3,78,1,0.6000000238418579
117841,6,2,Create,Humanities,4,4,4,78,0,0.6000000238418579
102305,6,2,Art,Maths,2,2,3,78,1,0.6000000238418579
102529,6,2,PE,Maths,4,3,3,78,1,0.6000000238418579
102402,6,2,PE,Humanities,4,3,2,78,1,0.6000000238418579
102285,6,2,PE,French,4,3,3,78,1,0.6000000238418579
102335,6,2,PE,Humanities,4,4,3,78,0,0.6000000238418579
102535,6,2,Create,English,3,2,4,78,0,0.6000000238418579
102356,6,2,Create,English,3,3,3,78,0,0.6000000238418579
102303,6,2,Maths,English,4,2,3,78,1,0.6000000238418579
117840,6,2,PE,Drama,4,4,4,78,1,0.6000000238418579
102572,6,2,PE,Humanities,4,3,3,78,1,0.6000000238418579
102581,6,2,Art,Humanities,4,3,3,78,0,0.6000000238418579
102287,6,2,PE,Science,4,4,1,78,1,0.6000000238418579
102323,6,2,Maths,Humanities,4,2,3,79,0,0.4193548262119293
102274,6,2,PE,English,3,2,3,79,1,0.4193548262119293
102322,6,2,Maths,Humanities,4,4,1,79,0,0.4193548262119293
102392,6,2,Transdisciplinary Unit,French,2,3,3,79,1,0.4193548262119293
102381,6,2,PE,French,3,3,3,79,0,0.4193548262119293
102399,6,2,Create,French,4,2,3,79,1,0.4193548262119293
102391,6,2,PE,English,3,2,2,79,1,0.4193548262119293
102313,6,2,PE,Science,3,2,1,79,1,0.4193548262119293
102321,6,2,Science,Transdisciplinary Unit,3,3,4,79,0,0.4193548262119293
102403,6,2,Art and Design,Design Technology,3,3,2,79,0,0.4193548262119293
102358,6,2,Design Technology,ICT,2,3,3,79,0,0.4193548262119293
102379,6,2,Art,English,3,2,3,79,0,0.4193548262119293
102306,6,2,Science,Create,2,3,4,79,0,0.4193548262119293
102360,6,2,PE,Transdisciplinary Unit,3,3,3,79,1,0.4193548262119293
102299,6,2,Art,French,2,2,2,79,0,0.4193548262119293
102408,6,2,PE,"Humanities, Science, ICT, Maths",1,3,2,79,1,0.4193548262119293
102349,6,2,Create,Art,3,3,3,79,1,0.4193548262119293
102317,6,2,Science,French,3,3,3,79,0,0.4193548262119293
102302,6,2,PE,French,4,3,2,79,1,0.4193548262119293
102387,6,2,Create,Science,3,3,3,79,0,0.4193548262119293
102401,6,2,Create,Design Technology,3,2,3,79,1,0.4193548262119293
102278,6,2,Technology,French,3,4,3,79,0,0.4193548262119293
102410,6,2,Create,English,3,2,3,79,0,0.4193548262119293
102393,6,2,Create,English,3,3,4,79,1,0.4193548262119293
102389,6,2,PE,Humanities,3,3,3,79,1,0.4193548262119293
102388,6,2,Create,"French, Design Technology",3,3,4,79,0,0.4193548262119293
102346,6,2,PE,English,3,3,4,79,1,0.4193548262119293
101907,6,2,Create,Design Technology,3,3,3,79,0,0.4193548262119293
102359,6,2,Create,PE,2,3,3,79,0,0.4193548262119293
102286,6,2,Art,Science,3,3,3,79,0,0.4193548262119293
102378,6,2,Art,Humanities,3,3,3,79,0,0.4193548262119293
102578,6,2,"ICT, Humanities",English,4,3,3,80,1,0.47999998927116394
102566,6,2,Art,Humanities,3,3,2,80,0,0.47999998927116394
102559,6,2,PE,Humanities,2,2,2,80,1,0.47999998927116394
102527,6,2,PE,Maths,1,1,4,80,1,0.47999998927116394
102555,6,2,PE,Humanities,2,3,3,80,1,0.47999998927116394
102547,6,2,PE,Science,3,3,2,80,0,0.47999998927116394
102538,6,2,Art,French,3,3,2,80,NA,0.47999998927116394
102494,6,2,Maths,English,4,2,3,80,0,0.47999998927116394
102385,6,2,Art,PE,2,3,2,80,0,0.47999998927116394
102493,6,2,Create,French,2,3,2,80,1,0.47999998927116394
102573,6,2,Create,Humanities,2,3,2,80,0,0.47999998927116394
102404,6,2,Create,ICT,3,3,4,80,0,0.47999998927116394
102560,6,2,PE,Transdisciplinary Unit,3,3,3,80,0,0.47999998927116394
102500,6,2,Create,Science,3,2,3,80,0,0.47999998927116394
102273,6,2,PE,ICT,3,2,2,80,1,0.47999998927116394
102504,6,2,PE,Art,3,2,3,80,1,0.47999998927116394
102304,6,2,Art,Science,3,3,2,80,0,0.47999998927116394
102525,6,2,Design Technology,Science,3,3,2,80,1,0.47999998927116394
102528,6,2,PE,French,3,3,2,80,1,0.47999998927116394
102511,6,2,PE,Humanities,2,2,2,80,1,0.47999998927116394
102506,6,2,Science,Humanities,3,2,4,80,0,0.47999998927116394
102539,6,2,Art,Humanities,2,2,3,80,0,0.47999998927116394
102517,6,2,Spanish,Transdisciplinary Unit,3,3,3,80,NA,0.47999998927116394
102270,6,2,PE,Science,3,2,2,80,1,0.47999998927116394
102324,6,2,Create,Science,3,3,1,80,0,0.47999998927116394
102561,6,2,PE,Humanities,2,2,2,80,NA,0.47999998927116394
102492,6,2,English,French,2,3,2,80,0,0.47999998927116394
102526,6,2,PE,Humanities,2,3,1,80,1,0.47999998927116394
102558,6,2,Science,Maths,3,3,2,81,1,0.46666666865348816
102296,6,2,Science,"Maths, English",3,3,4,81,0,0.46666666865348816
102501,6,2,Art,French,2,2,3,81,0,0.46666666865348816
102337,6,2,History,French,3,4,3,81,1,0.46666666865348816
102571,6,2,English,Maths,2,4,3,81,NA,0.46666666865348816
102549,6,2,Art,English,4,3,4,81,0,0.46666666865348816
102277,6,2,PE,Maths,2,3,3,81,0,0.46666666865348816
102584,6,2,PE,Maths,2,3,2,81,1,0.46666666865348816
102342,6,2,Music,Humanities,2,1,3,81,1,0.46666666865348816
102519,6,2,Create,Humanities,2,3,2,81,0,0.46666666865348816
102540,6,2,Art,Create,2,2,4,81,1,0.46666666865348816
102513,6,2,PE,Humanities,3,2,1,81,1,0.46666666865348816
102386,6,2,Art,Humanities,2,1,2,81,0,0.46666666865348816
102373,6,2,"Art, English",,2,3,2,81,0,0.46666666865348816
102509,6,2,PE,Maths,2,3,2,81,1,0.46666666865348816
102352,6,2,Art,Humanities,2,2,3,81,0,0.46666666865348816
102563,6,2,Art,Science,2,3,2,82,0,0.6363636255264282
102355,6,2,Media Studies,French,2,3,3,82,1,0.6363636255264282
102307,6,2,Humanities,French,2,3,3,82,1,0.6363636255264282
102582,6,2,Maths,English,1,1,1,82,1,0.6363636255264282
102491,6,2,English,Humanities,2,2,2,82,1,0.6363636255264282
102298,6,2,Science,Humanities,4,3,3,82,1,0.6363636255264282
102351,6,2,English,Science,2,3,1,82,0,0.6363636255264282
117848,6,2,ICT,Science,2,3,3,82,1,0.6363636255264282
102567,6,2,Science,Design Technology,2,3,3,82,0,0.6363636255264282
102562,6,2,English,Maths,2,4,3,82,0,0.6363636255264282
102395,6,2,PE,Humanities,2,2,3,82,1,0.6363636255264282
102376,6,2,PE,Transdisciplinary Unit,3,2,3,83,1,0.5333333611488342
102405,6,2,Maths,Transdisciplinary Unit,3,2,2,83,1,0.5333333611488342
102368,6,2,Science,Transdisciplinary Unit,4,3,4,83,0,0.5333333611488342
102345,6,2,Art,English,3,3,2,83,0,0.5333333611488342
102343,6,2,Create,French,4,3,2,83,0,0.5333333611488342
117852,6,2,Art,English,3,2,3,83,0,0.5333333611488342
102329,6,2,PE,Literacy,4,3,3,83,1,0.5333333611488342
102272,6,2,PE,French,3,3,3,83,1,0.5333333611488342
102282,6,2,Maths,Transdisciplinary Unit,3,2,3,83,1,0.5333333611488342
102293,6,2,PE,Humanities,3,3,2,83,1,0.5333333611488342
102309,6,2,Art and Design,Humanities,2,2,3,83,1,0.5333333611488342
102369,6,2,Maths,PE,4,3,2,83,0,0.5333333611488342
102311,6,2,Create,English,3,3,3,83,0,0.5333333611488342
102367,6,2,PE,English,4,2,3,83,1,0.5333333611488342
102301,6,2,PE,Humanities,3,2,2,83,1,0.5333333611488342
102362,6,2,Maths,PE,3,3,3,83,0,0.5333333611488342
102333,6,2,Maths,Science,4,4,2,83,0,0.5333333611488342
102338,6,2,PE,Transdisciplinary Unit,3,3,2,83,1,0.5333333611488342
102363,6,2,Art,English,3,2,2,83,0,0.5333333611488342
102382,6,2,PE,English,4,3,3,83,1,0.5333333611488342
102390,6,2,Drama,Transdisciplinary Unit,3,3,3,83,1,0.5333333611488342
102365,6,2,Maths,Humanities,4,4,4,83,0,0.5333333611488342
102372,6,2,PE,Transdisciplinary Unit,4,3,2,83,1,0.5333333611488342
102291,6,2,PE,Transdisciplinary Unit,4,3,2,83,1,0.5333333611488342
102284,6,2,ICT,Transdisciplinary Unit,4,3,3,83,1,0.5333333611488342
102394,6,2,Maths,Humanities,4,3,3,83,0,0.5333333611488342
102341,6,2,Art,Science,3,2,2,83,0,0.5333333611488342
102364,6,2,Art,PE,3,3,3,83,0,0.5333333611488342
102336,6,2,Science,French,3,2,4,83,1,0.5333333611488342
102280,6,2,Maths,Humanities,4,4,3,83,0,0.5333333611488342
102499,6,2,Design Technology,French,4,2,3,84,NA,0.4545454680919647
117850,6,2,Create,Science,3,4,2,84,0,0.4545454680919647
102518,6,2,PE,Maths,2,2,3,84,1,0.4545454680919647
102374,6,2,PE,Transdisciplinary Unit,3,2,2,84,1,0.4545454680919647
102514,6,2,Create,French,2,2,3,84,1,0.4545454680919647
102530,6,2,PE,Maths,2,3,3,84,NA,0.4545454680919647
102397,6,2,Humanities,Science,3,2,3,84,1,0.4545454680919647
102320,6,2,"Maths, English",Humanities,3,4,3,84,0,0.4545454680919647
102507,6,2,Art,French,3,2,2,84,0,0.4545454680919647
102294,6,2,Create,French,3,3,2,84,0,0.4545454680919647
102334,6,2,Create,French,2,2,3,84,0,0.4545454680919647
102515,6,2,Art,French,4,3,2,84,0,0.4545454680919647
117849,6,2,,All,3,2,4,84,1,0.4545454680919647
102297,6,2,PE,Transdisciplinary Unit,4,3,3,84,1,0.4545454680919647
102406,6,2,PE,French,4,3,3,84,1,0.4545454680919647
102289,6,2,PE,Humanities,3,3,2,84,NA,0.4545454680919647
117851,6,2,Art,Design Technology,3,3,1,84,0,0.4545454680919647
102375,6,2,PE,English,3,2,1,84,0,0.4545454680919647
102510,6,2,Drama,Transdisciplinary Unit,3,4,3,84,1,0.4545454680919647
102315,6,2,Art,Science,3,3,2,84,0,0.4545454680919647
102292,6,2,Science,French,3,3,4,84,1,0.4545454680919647
102541,6,2,Create,Transdisciplinary Unit,3,3,2,84,0,0.4545454680919647
102396,6,2,Create,Maths,2,3,2,84,0,0.4545454680919647
102276,6,2,PE,Transdisciplinary Unit,3,2,4,84,1,0.4545454680919647
102576,6,2,Art,Science,3,3,3,84,0,0.4545454680919647
102350,6,2,Transdisciplinary Unit,English,3,1,3,85,0,0.48275861144065857
102316,6,2,Art,Transdisciplinary Unit,3,4,3,85,1,0.48275861144065857
102332,6,2,"Create, Music",RS,3,3,3,85,0,0.48275861144065857
102354,6,2,PE,Maths,1,3,2,85,1,0.48275861144065857
102400,6,2,PE,Science,3,3,2,85,1,0.48275861144065857
102312,6,2,Art and Design,French,3,3,3,85,0,0.48275861144065857
